first,sex,occurences,year
Liba,F,6,1956
Liliane,F,6,1956
Lillis,F,6,1956
Linnet,F,6,1956
Lissette,F,6,1956
Littie,F,6,1956
Little,F,6,1956
Loletha,F,6,1956
Lonia,F,6,1956
Lonita,F,6,1956
Lonnette,F,6,1956
Loranda,F,6,1956
Lorea,F,6,1956
Lorell,F,6,1956
Lorelle,F,6,1956
Lorenia,F,6,1956
Lorilei,F,6,1956
Loring,F,6,1956
Lorraina,F,6,1956
Lorrayne,F,6,1956
Lorren,F,6,1956
Louan,F,6,1956
Louellen,F,6,1956
Lovenia,F,6,1956
Loy,F,6,1956
Lucette,F,6,1956
Lucienne,F,6,1956
Lucillie,F,6,1956
Lucina,F,6,1956
Lucindy,F,6,1956
Lucky,F,6,1956
Lucrecia,F,6,1956
Lucrezia,F,6,1956
Lucyann,F,6,1956
Ludene,F,6,1956
Lunell,F,6,1956
Lurae,F,6,1956
Lyann,F,6,1956
Lynora,F,6,1956
Mabelene,F,6,1956
Madie,F,6,1956
Madilyn,F,6,1956
Madolyn,F,6,1956
Maira,F,6,1956
Maisie,F,6,1956
Maleah,F,6,1956
Mallorie,F,6,1956
Malva,F,6,1956
Marcea,F,6,1956
Marcelia,F,6,1956
Marchella,F,6,1956
Marchia,F,6,1956
Marella,F,6,1956
Marene,F,6,1956
Margeart,F,6,1956
Margrette,F,6,1956
Mariah,F,6,1956
Marieta,F,6,1956
Marijean,F,6,1956
Mariko,F,6,1956
Marilea,F,6,1956
Marionette,F,6,1956
Marketa,F,6,1956
Marlea,F,6,1956
Marnee,F,6,1956
Marnell,F,6,1956
Marney,F,6,1956
Marqueta,F,6,1956
Marquitta,F,6,1956
Marrietta,F,6,1956
Marsia,F,6,1956
Marua,F,6,1956
Marvie,F,6,1956
Marvine,F,6,1956
Marycarol,F,6,1956
Marycatherine,F,6,1956
Marylynne,F,6,1956
Maudine,F,6,1956
Melane,F,6,1956
Melaney,F,6,1956
Melessia,F,6,1956
Melida,F,6,1956
Melloney,F,6,1956
Melvie,F,6,1956
Mercia,F,6,1956
Meredyth,F,6,1956
Merian,F,6,1956
Merideth,F,6,1956
Merriann,F,6,1956
Merrianne,F,6,1956
Meryle,F,6,1956
Michaelyn,F,6,1956
Milena,F,6,1956
Minnette,F,6,1956
Mirella,F,6,1956
Miroslava,F,6,1956
Mischell,F,6,1956
Monterey,F,6,1956
Monti,F,6,1956
Mozetta,F,6,1956
Nalani,F,6,1956
Nannetta,F,6,1956
Naomie,F,6,1956
Nathalee,F,6,1956
Neddie,F,6,1956
Nichola,F,6,1956
Nicholas,F,6,1956
Nichole,F,6,1956
Norberta,F,6,1956
Normajean,F,6,1956
Norva,F,6,1956
Norvella,F,6,1956
Noveline,F,6,1956
Nylene,F,6,1956
Odile,F,6,1956
Olivette,F,6,1956
Onedia,F,6,1956
Oneta,F,6,1956
Onna,F,6,1956
Oretta,F,6,1956
Oscar,F,6,1956
Palmer,F,6,1956
Patericia,F,6,1956
Patia,F,6,1956
Patra,F,6,1956
Patria,F,6,1956
Patte,F,6,1956
Pattiann,F,6,1956
Pattye,F,6,1956
Paulett,F,6,1956
Pedro,F,6,1956
Peggye,F,6,1956
Percy,F,6,1956
Pheobe,F,6,1956
Pierrette,F,6,1956
Piney,F,6,1956
Pinky,F,6,1956
Prudy,F,6,1956
Puanani,F,6,1956
Pura,F,6,1956
Raine,F,6,1956
Raizel,F,6,1956
Ramonda,F,6,1956
Ranay,F,6,1956
Randolph,F,6,1956
Rashelle,F,6,1956
Raven,F,6,1956
Raymonda,F,6,1956
Reather,F,6,1956
Redia,F,6,1956
Reene,F,6,1956
Regene,F,6,1956
Rennae,F,6,1956
Rex,F,6,1956
Ria,F,6,1956
Rica,F,6,1956
Richele,F,6,1956
Rima,F,6,1956
Rissa,F,6,1956
Ritta,F,6,1956
Robertta,F,6,1956
Roderick,F,6,1956
Roena,F,6,1956
Rogina,F,6,1956
Romina,F,6,1956
Ronnah,F,6,1956
Ronnette,F,6,1956
Rosemaria,F,6,1956
Rosenda,F,6,1956
Rosezetta,F,6,1956
Rosi,F,6,1956
Roslynn,F,6,1956
Rovena,F,6,1956
Roxene,F,6,1956
Rozelle,F,6,1956
Rozena,F,6,1956
Rubbie,F,6,1956
Rudene,F,6,1956
Rufina,F,6,1956
Ruthellen,F,6,1956
Salena,F,6,1956
Salina,F,6,1956
Samara,F,6,1956
Sami,F,6,1956
Sana,F,6,1956
Sarena,F,6,1956
Sarene,F,6,1956
Sasha,F,6,1956
Savina,F,6,1956
Scherri,F,6,1956
Seena,F,6,1956
Seletha,F,6,1956
Shala,F,6,1956
Sharisse,F,6,1956
Sharna,F,6,1956
Shawnna,F,6,1956
Shay,F,6,1956
Shelaine,F,6,1956
Sherea,F,6,1956
Sherline,F,6,1956
Sherriel,F,6,1956
Sherrlyn,F,6,1956
Sherrol,F,6,1956
Shila,F,6,1956
Shiree,F,6,1956
Shirel,F,6,1956
Shirla,F,6,1956
Shiryl,F,6,1956
Shyla,F,6,1956
Sibbie,F,6,1956
Signa,F,6,1956
Silva,F,6,1956
Silveria,F,6,1956
Sina,F,6,1956
Sloan,F,6,1956
Solveig,F,6,1956
Sona,F,6,1956
Spencer,F,6,1956
Steffie,F,6,1956
Stephnie,F,6,1956
Suan,F,6,1956
Suella,F,6,1956
Sunnie,F,6,1956
Sydna,F,6,1956
Sylvester,F,6,1956
Tajuana,F,6,1956
Tallie,F,6,1956
Tallulah,F,6,1956
Tambra,F,6,1956
Tamlyn,F,6,1956
Tamzen,F,6,1956
Tandra,F,6,1956
Tannis,F,6,1956
Tanza,F,6,1956
Taren,F,6,1956
Taylor,F,6,1956
Telisa,F,6,1956
Teodora,F,6,1956
Terece,F,6,1956
Terecia,F,6,1956
Teree,F,6,1956
Teria,F,6,1956
Terissa,F,6,1956
Terita,F,6,1956
Terralyn,F,6,1956
Terrianne,F,6,1956
Tess,F,6,1956
Texie,F,6,1956
Theadora,F,6,1956
Thelia,F,6,1956
Theta,F,6,1956
Thomasene,F,6,1956
Tiajuana,F,6,1956
Timi,F,6,1956
Tita,F,6,1956
Tondra,F,6,1956
Toniette,F,6,1956
Toula,F,6,1956
Trellis,F,6,1956
Trinette,F,6,1956
Tris,F,6,1956
True,F,6,1956
Tywanna,F,6,1956
Valena,F,6,1956
Valeska,F,6,1956
Vallarie,F,6,1956
Valle,F,6,1956
Vanissa,F,6,1956
Veanna,F,6,1956
Vee,F,6,1956
Veleria,F,6,1956
Venecia,F,6,1956
Verlee,F,6,1956
Vern,F,6,1956
Verne,F,6,1956
Vertie,F,6,1956
Vickki,F,6,1956
Vincetta,F,6,1956
Viviane,F,6,1956
Walterine,F,6,1956
Waynetta,F,6,1956
Wilbert,F,6,1956
Winfred,F,6,1956
Wynetta,F,6,1956
Wynonia,F,6,1956
Wyona,F,6,1956
Wyonna,F,6,1956
Wyvette,F,6,1956
Yalonda,F,6,1956
Yocheved,F,6,1956
Yolette,F,6,1956
Yonna,F,6,1956
Yuvonne,F,6,1956
Zelpha,F,6,1956
Zerita,F,6,1956
Adda,F,5,1956
Adelene,F,5,1956
Adelmira,F,5,1956
Adlene,F,5,1956
Adoria,F,5,1956
Adrea,F,5,1956
Adrean,F,5,1956
Affie,F,5,1956
Agustina,F,5,1956
Aina,F,5,1956
Alberto,F,5,1956
Albina,F,5,1956
Alean,F,5,1956
Aleece,F,5,1956
Alejandrina,F,5,1956
Alessandra,F,5,1956
Alexine,F,5,1956
Alfredo,F,5,1956
Algie,F,5,1956
Aliza,F,5,1956
Alla,F,5,1956
Almena,F,5,1956
Almer,F,5,1956
Altagracia,F,5,1956
Alveria,F,5,1956
Alverna,F,5,1956
Ama,F,5,1956
Amye,F,5,1956
Andrienne,F,5,1956
Andy,F,5,1956
Anetha,F,5,1956
Angelena,F,5,1956
Angelika,F,5,1956
Anglea,F,5,1956
Anitha,F,5,1956
Annah,F,5,1956
Annese,F,5,1956
Antonieta,F,5,1956
Aracely,F,5,1956
Ardena,F,5,1956
Ardyce,F,5,1956
Ariel,F,5,1956
Arlethia,F,5,1956
Arlina,F,5,1956
Armeda,F,5,1956
Armentha,F,5,1956
Arneda,F,5,1956
Arnelia,F,5,1956
Artensia,F,5,1956
Artherine,F,5,1956
Arturo,F,5,1956
Asia,F,5,1956
Aspasia,F,5,1956
Asuncion,F,5,1956
Athene,F,5,1956
Athenia,F,5,1956
Aurilla,F,5,1956
Avie,F,5,1956
Avonne,F,5,1956
Awanda,F,5,1956
Azalee,F,5,1956
Bailey,F,5,1956
Bambie,F,5,1956
Barbarann,F,5,1956
Beauty,F,5,1956
Becci,F,5,1956
Bedelia,F,5,1956
Bee,F,5,1956
Benay,F,5,1956
Beni,F,5,1956
Benjamin,F,5,1956
Benna,F,5,1956
Berdena,F,5,1956
Berenda,F,5,1956
Bernadean,F,5,1956
Bernitha,F,5,1956
Betha,F,5,1956
Bethena,F,5,1956
Betsi,F,5,1956
Beuna,F,5,1956
Beverli,F,5,1956
Bill,F,5,1956
Blondine,F,5,1956
Bobbetta,F,5,1956
Brandon,F,5,1956
Brendetta,F,5,1956
Brenita,F,5,1956
Bridgid,F,5,1956
Bridgit,F,5,1956
Brigida,F,5,1956
Brita,F,5,1956
Britta,F,5,1956
Brunetta,F,5,1956
Bryna,F,5,1956
Brynda,F,5,1956
Burna,F,5,1956
Calli,F,5,1956
Callista,F,5,1956
Cami,F,5,1956
Camile,F,5,1956
Canary,F,5,1956
Candas,F,5,1956
Candence,F,5,1956
Canice,F,5,1956
Cardelia,F,5,1956
Caria,F,5,1956
Carlett,F,5,1956
Carlina,F,5,1956
Carlton,F,5,1956
Carlye,F,5,1956
Carlynn,F,5,1956
Carmaletta,F,5,1956
Carmalita,F,5,1956
Carmell,F,5,1956
Carmi,F,5,1956
Carmin,F,5,1956
Carnita,F,5,1956
Carolan,F,5,1956
Caroletta,F,5,1956
Carollee,F,5,1956
Caroly,F,5,1956
Carra,F,5,1956
Carson,F,5,1956
Caryle,F,5,1956
Cass,F,5,1956
Cassaundra,F,5,1956
Cassia,F,5,1956
Catheryne,F,5,1956
Cathreen,F,5,1956
Cecillia,F,5,1956
Ceclia,F,5,1956
Chanie,F,5,1956
Chara,F,5,1956
Charel,F,5,1956
Charl,F,5,1956
Charlee,F,5,1956
Charlottee,F,5,1956
Charlsa,F,5,1956
Charnita,F,5,1956
Cheralyn,F,5,1956
Cherel,F,5,1956
Cherese,F,5,1956
Cherree,F,5,1956
Cherrilyn,F,5,1956
Chonita,F,5,1956
Chrissie,F,5,1956
Christinea,F,5,1956
Chun,F,5,1956
Claranne,F,5,1956
Clarie,F,5,1956
Clarita,F,5,1956
Claudetta,F,5,1956
Clemetine,F,5,1956
Cleva,F,5,1956
Climmie,F,5,1956
Clyda,F,5,1956
Coetta,F,5,1956
Colby,F,5,1956
Colinda,F,5,1956
Colleene,F,5,1956
Collen,F,5,1956
Constantina,F,5,1956
Constantine,F,5,1956
Coralynn,F,5,1956
Corena,F,5,1956
Corky,F,5,1956
Cornell,F,5,1956
Countess,F,5,1956
Crissy,F,5,1956
Cristela,F,5,1956
Cristella,F,5,1956
Curtistine,F,5,1956
Cyndra,F,5,1956
Cyrilla,F,5,1956
Dabney,F,5,1956
Dala,F,5,1956
Dalena,F,5,1956
Dalerie,F,5,1956
Dan,F,5,1956
Danee,F,5,1956
Darbie,F,5,1956
Daren,F,5,1956
Darene,F,5,1956
Daris,F,5,1956
Darita,F,5,1956
Darlah,F,5,1956
Darling,F,5,1956
Darnita,F,5,1956
Darrelyn,F,5,1956
Darren,F,5,1956
Darrilyn,F,5,1956
Daune,F,5,1956
Davita,F,5,1956
Davlyn,F,5,1956
Dawnell,F,5,1956
Dawnetta,F,5,1956
Dawnita,F,5,1956
Dayla,F,5,1956
Ddnna,F,5,1956
Deanette,F,5,1956
Deaun,F,5,1956
Debbera,F,5,1956
Debbey,F,5,1956
Deboah,F,5,1956
Debooah,F,5,1956
Deborahh,F,5,1956
Deboroh,F,5,1956
Debroh,F,5,1956
Decca,F,5,1956
Dedorah,F,5,1956
Delaney,F,5,1956
Delanie,F,5,1956
Delann,F,5,1956
Delcenia,F,5,1956
Delicia,F,5,1956
Delitha,F,5,1956
Delona,F,5,1956
Delrae,F,5,1956
Delyn,F,5,1956
Demetris,F,5,1956
Demona,F,5,1956
Denetta,F,5,1956
Dennia,F,5,1956
Deonna,F,5,1956
Derba,F,5,1956
Derek,F,5,1956
Derise,F,5,1956
Desirae,F,5,1956
Desta,F,5,1956
Destiny,F,5,1956
Deveda,F,5,1956
Devi,F,5,1956
Devoria,F,5,1956
Dewetta,F,5,1956
Dewey,F,5,1956
Diannah,F,5,1956
Digna,F,5,1956
Dineen,F,5,1956
Dinnah,F,5,1956
Dolline,F,5,1956
Donnajean,F,5,1956
Donnalyn,F,5,1956
Donne,F,5,1956
Dorcus,F,5,1956
Doresa,F,5,1956
Dorethia,F,5,1956
Dorinne,F,5,1956
Dorna,F,5,1956
Dorrene,F,5,1956
Dorri,F,5,1956
Dorsie,F,5,1956
Doshia,F,5,1956
Dotti,F,5,1956
Dvora,F,5,1956
Dwayna,F,5,1956
Earlynn,F,5,1956
Earstine,F,5,1956
Eddye,F,5,1956
Edrie,F,5,1956
Edwena,F,5,1956
Edwinna,F,5,1956
Elanda,F,5,1956
Electra,F,5,1956
Elfrida,F,5,1956
Elias,F,5,1956
Elinore,F,5,1956
Elita,F,5,1956
Elizebath,F,5,1956
Ellene,F,5,1956
Elli,F,5,1956
Ellyce,F,5,1956
Elodie,F,5,1956
Elwyn,F,5,1956
Elyce,F,5,1956
Elynn,F,5,1956
Elzina,F,5,1956
Emeline,F,5,1956
Emmalene,F,5,1956
Emmer,F,5,1956
Epifania,F,5,1956
Eris,F,5,1956
Estefana,F,5,1956
Esthela,F,5,1956
Ethyl,F,5,1956
Ettie,F,5,1956
Eugina,F,5,1956
Eulalie,F,5,1956
Euna,F,5,1956
Evalene,F,5,1956
Evelin,F,5,1956
Evella,F,5,1956
Evelynne,F,5,1956
Ever,F,5,1956
Everlena,F,5,1956
Everline,F,5,1956
Evita,F,5,1956
Evonda,F,5,1956
Faithe,F,5,1956
Fayann,F,5,1956
Felix,F,5,1956
Ferry,F,5,1956
Fleur,F,5,1956
Florastine,F,5,1956
Floye,F,5,1956
Fontella,F,5,1956
Fransisca,F,5,1956
Franzetta,F,5,1956
Frida,F,5,1956
Fritzi,F,5,1956
Fritzie,F,5,1956
Frona,F,5,1956
Gaal,F,5,1956
Gaby,F,5,1956
Galene,F,5,1956
Gareth,F,5,1956
Garla,F,5,1956
Gazella,F,5,1956
Geena,F,5,1956
Gelinda,F,5,1956
Genea,F,5,1956
Geneive,F,5,1956
Geniece,F,5,1956
Georgeana,F,5,1956
Georgian,F,5,1956
Gera,F,5,1956
Gerie,F,5,1956
Gerline,F,5,1956
Gidget,F,5,1956
Gila,F,5,1956
Gindy,F,5,1956
Glendale,F,5,1956
Gloriana,F,5,1956
Glorianne,F,5,1956
Glorida,F,5,1956
Glorius,F,5,1956
Gracelyn,F,5,1956
Gwendell,F,5,1956
Gwenith,F,5,1956
Gwennette,F,5,1956
Gwenyth,F,5,1956
Hali,F,5,1956
Harlean,F,5,1956
Harmony,F,5,1956
Hedda,F,5,1956
Heddy,F,5,1956
Hennie,F,5,1956
Herma,F,5,1956
Hildegarde,F,5,1956
Hollee,F,5,1956
Hopie,F,5,1956
Ianthe,F,5,1956
Idelle,F,5,1956
Illiana,F,5,1956
Ilze,F,5,1956
Inocencia,F,5,1956
Irean,F,5,1956
Irine,F,5,1956
Iristine,F,5,1956
Isaura,F,5,1956
Ivery,F,5,1956
Izora,F,5,1956
Jacie,F,5,1956
Jackee,F,5,1956
Jackelyn,F,5,1956
Jackqulyn,F,5,1956
Jacoba,F,5,1956
Jadine,F,5,1956
Jamelle,F,5,1956
Jamy,F,5,1956
Janelda,F,5,1956
Janele,F,5,1956
Janica,F,5,1956
Janilee,F,5,1956
Jannita,F,5,1956
Janyne,F,5,1956
Janyth,F,5,1956
Jaquelyn,F,5,1956
Jaris,F,5,1956
Jarma,F,5,1956
Jason,F,5,1956
Jatana,F,5,1956
Jayleen,F,5,1956
Jaynell,F,5,1956
Jaynelle,F,5,1956
Jayni,F,5,1956
Jeaneane,F,5,1956
Jeanee,F,5,1956
Jeanet,F,5,1956
Jearlene,F,5,1956
Jelene,F,5,1956
Jency,F,5,1956
Jeneen,F,5,1956
Jeneva,F,5,1956
Jenne,F,5,1956
Jera,F,5,1956
Jeralynn,F,5,1956
Jereline,F,5,1956
Jeremy,F,5,1956
Jeriann,F,5,1956
Jerianne,F,5,1956
Jerlean,F,5,1956
Jerlyn,F,5,1956
Jerra,F,5,1956
Jess,F,5,1956
Jillana,F,5,1956
Jillayne,F,5,1956
Jim,F,5,1956
Jimalee,F,5,1956
Jinnie,F,5,1956
Joby,F,5,1956
Jocasta,F,5,1956
Jodye,F,5,1956
Joeanne,F,5,1956
Johnell,F,5,1956
Jolane,F,5,1956
Jole,F,5,1956
Jolean,F,5,1956
Jolyne,F,5,1956
Jonine,F,5,1956
Jonny,F,5,1956
Joreen,F,5,1956
Josalyn,F,5,1956
Josann,F,5,1956
Josanna,F,5,1956
Josiephine,F,5,1956
Josphine,F,5,1956
Jovina,F,5,1956
Joycee,F,5,1956
Joyee,F,5,1956
Judiann,F,5,1956
Julieanna,F,5,1956
Julieanne,F,5,1956
Julietta,F,5,1956
Julius,F,5,1956
Justa,F,5,1956
Jyll,F,5,1956
Kaffie,F,5,1956
Kally,F,5,1956
Kandyce,F,5,1956
Karian,F,5,1956
Karlee,F,5,1956
Karletta,F,5,1956
Karlette,F,5,1956
Karlotta,F,5,1956
Karlynn,F,5,1956
Karmon,F,5,1956
Karolee,F,5,1956
Karra,F,5,1956
Kassie,F,5,1956
Katheran,F,5,1956
Katheren,F,5,1956
Katherleen,F,5,1956
Kathyann,F,5,1956
Kathylene,F,5,1956
Kati,F,5,1956
Kayce,F,5,1956
Kaylyn,F,5,1956
Kayne,F,5,1956
Kayren,F,5,1956
Keelin,F,5,1956
Kelvin,F,5,1956
Kendis,F,5,1956
Keni,F,5,1956
Kent,F,5,1956
Kevan,F,5,1956
Keyna,F,5,1956
Kia,F,5,1956
Kimara,F,5,1956
Kimarie,F,5,1956
Kimera,F,5,1956
Kimery,F,5,1956
Kina,F,5,1956
Kitten,F,5,1956
Korine,F,5,1956
Korinne,F,5,1956
Kristyne,F,5,1956
Kyleen,F,5,1956
La,F,5,1956
Laddie,F,5,1956
Lagretta,F,5,1956
Laima,F,5,1956
Lamerle,F,5,1956
Lanni,F,5,1956
Larain,F,5,1956
Lareen,F,5,1956
Larena,F,5,1956
Laretha,F,5,1956
Larine,F,5,1956
Larose,F,5,1956
Lasharon,F,5,1956
Lashelle,F,5,1956
Lassie,F,5,1956
Latona,F,5,1956
Lauralie,F,5,1956
Lauranne,F,5,1956
Laurian,F,5,1956
Lauriann,F,5,1956
Lauryn,F,5,1956
Lavanna,F,5,1956
Lavaughn,F,5,1956
Lavine,F,5,1956
Lavra,F,5,1956
Leala,F,5,1956
Leandrea,F,5,1956
Leathea,F,5,1956
Leeza,F,5,1956
Leiann,F,5,1956
Leida,F,5,1956
Leighann,F,5,1956
Leighanne,F,5,1956
Leith,F,5,1956
Lendra,F,5,1956
Lenelle,F,5,1956
Leoda,F,5,1956
Leonarda,F,5,1956
Leonetta,F,5,1956
Leontyne,F,5,1956
Letta,F,5,1956
Levone,F,5,1956
Lew,F,5,1956
Lexine,F,5,1956
Leza,F,5,1956
Lindaann,F,5,1956
Lindee,F,5,1956
Linden,F,5,1956
Linetta,F,5,1956
Liv,F,5,1956
Lizzette,F,5,1956
Llewellyn,F,5,1956
Loa,F,5,1956
Lodema,F,5,1956
Loie,F,5,1956
Loleatha,F,5,1956
Lonnetta,F,5,1956
Lorainne,F,5,1956
Loralea,F,5,1956
Loran,F,5,1956
Loreatha,F,5,1956
Loreena,F,5,1956
Lorelee,F,5,1956
Lorella,F,5,1956
Lorinne,F,5,1956
Lorise,F,5,1956
Lorreen,F,5,1956
Lourene,F,5,1956
Lourinda,F,5,1956
Louvina,F,5,1956
Loye,F,5,1956
Loys,F,5,1956
Luevenia,F,5,1956
Luna,F,5,1956
Lupie,F,5,1956
Lurenda,F,5,1956
Luretta,F,5,1956
Lurleen,F,5,1956
Lyndal,F,5,1956
Lyndel,F,5,1956
Lyndelle,F,5,1956
Lyndie,F,5,1956
Lynita,F,5,1956
Lynnann,F,5,1956
Lynnanne,F,5,1956
Lynnel,F,5,1956
Lynnie,F,5,1956
Ma,F,5,1956
Mackie,F,5,1956
Maeola,F,5,1956
Maeve,F,5,1956
Magaline,F,5,1956
Maija,F,5,1956
Malynda,F,5,1956
Manuelita,F,5,1956
Marabeth,F,5,1956
Marceen,F,5,1956
Marceil,F,5,1956
Marcelline,F,5,1956
Marcus,F,5,1956
Mardel,F,5,1956
Maretta,F,5,1956
Margee,F,5,1956
Margreat,F,5,1956
Marianella,F,5,1956
Marianita,F,5,1956
Marielle,F,5,1956
Marikay,F,5,1956
Marilin,F,5,1956
Marisel,F,5,1956
Marit,F,5,1956
Marlayne,F,5,1956
Marleah,F,5,1956
Marlese,F,5,1956
Marlyne,F,5,1956
Marne,F,5,1956
Marnita,F,5,1956
Marrianne,F,5,1956
Marsena,F,5,1956
Martee,F,5,1956
Marvia,F,5,1956
Marvlene,F,5,1956
Maryelizabeth,F,5,1956
Maryella,F,5,1956
Maryrita,F,5,1956
Maryruth,F,5,1956
Maureena,F,5,1956
Mauria,F,5,1956
Mavourneen,F,5,1956
Maye,F,5,1956
Meagan,F,5,1956
Mechele,F,5,1956
Medora,F,5,1956
Mela,F,5,1956
Melanye,F,5,1956
Melode,F,5,1956
Meloni,F,5,1956
Melonia,F,5,1956
Melvena,F,5,1956
Melvene,F,5,1956
Melvenia,F,5,1956
Mena,F,5,1956
Merdis,F,5,1956
Merlin,F,5,1956
Merlynn,F,5,1956
Mertie,F,5,1956
Mery,F,5,1956
Mica,F,5,1956
Micah,F,5,1956
Micha,F,5,1956
Micheale,F,5,1956
Mika,F,5,1956
Milia,F,5,1956
Milica,F,5,1956
Mindee,F,5,1956
Mindie,F,5,1956
Mini,F,5,1956
Mishelle,F,5,1956
Mitchell,F,5,1956
Mitzy,F,5,1956
Molinda,F,5,1956
Moneta,F,5,1956
Monetta,F,5,1956
Monice,F,5,1956
Monita,F,5,1956
Montine,F,5,1956
Mori,F,5,1956
Moses,F,5,1956
Moya,F,5,1956
Murlene,F,5,1956
Murriel,F,5,1956
Myrene,F,5,1956
Myrl,F,5,1956
Myrtha,F,5,1956
Nadra,F,5,1956
Nadyne,F,5,1956
Nanelle,F,5,1956
Nanine,F,5,1956
Narcisa,F,5,1956
Natalee,F,5,1956
Nataline,F,5,1956
Necia,F,5,1956
Neil,F,5,1956
Nelle,F,5,1956
Nellene,F,5,1956
Nelson,F,5,1956
Neola,F,5,1956
Netha,F,5,1956
Nevelyn,F,5,1956
Neyda,F,5,1956
Nicholette,F,5,1956
Nicol,F,5,1956
Nikita,F,5,1956
Nira,F,5,1956
Noami,F,5,1956
Nonia,F,5,1956
Norann,F,5,1956
Norena,F,5,1956
Norleen,F,5,1956
Odessia,F,5,1956
Olean,F,5,1956
Oleda,F,5,1956
Olimpia,F,5,1956
Olita,F,5,1956
Oliva,F,5,1956
Oliver,F,5,1956
Omeria,F,5,1956
Onalee,F,5,1956
Onia,F,5,1956
Orene,F,5,1956
Orla,F,5,1956
Orlean,F,5,1956
Orna,F,5,1956
Otelia,F,5,1956
Otha,F,5,1956
Oveta,F,5,1956
Pamilyn,F,5,1956
Panzy,F,5,1956
Parma,F,5,1956
Patirica,F,5,1956
Patricha,F,5,1956
Patrisha,F,5,1956
Paulla,F,5,1956
Peaches,F,5,1956
Pebble,F,5,1956
Pecolia,F,5,1956
Peni,F,5,1956
Perlie,F,5,1956
Permelia,F,5,1956
Persis,F,5,1956
Philippa,F,5,1956
Phillippa,F,5,1956
Phyllistine,F,5,1956
Quida,F,5,1956
Quilla,F,5,1956
Radell,F,5,1956
Radene,F,5,1956
Radie,F,5,1956
Radine,F,5,1956
Rain,F,5,1956
Raleen,F,5,1956
Ranell,F,5,1956
Rani,F,5,1956
Ranita,F,5,1956
Rannah,F,5,1956
Rayla,F,5,1956
Raynae,F,5,1956
Raynel,F,5,1956
Rebeckah,F,5,1956
Rebekkah,F,5,1956
Regeana,F,5,1956
Regenna,F,5,1956
Reida,F,5,1956
Reinette,F,5,1956
Remell,F,5,1956
Renada,F,5,1956
Rendy,F,5,1956
Renella,F,5,1956
Reneta,F,5,1956
Renice,F,5,1956
Rethel,F,5,1956
Rethia,F,5,1956
Retia,F,5,1956
Revella,F,5,1956
Revia,F,5,1956
Rexine,F,5,1956
Rhunette,F,5,1956
Rick,F,5,1956
Rida,F,5,1956
Rifka,F,5,1956
Ritamarie,F,5,1956
Robette,F,5,1956
Rochella,F,5,1956
Rolande,F,5,1956
Romell,F,5,1956
Ronny,F,5,1956
Rorie,F,5,1956
Rosalea,F,5,1956
Rosealie,F,5,1956
Rosebud,F,5,1956
Roselene,F,5,1956
Rosemaire,F,5,1956
Rosene,F,5,1956
Rosmarie,F,5,1956
Rossetta,F,5,1956
Rossie,F,5,1956
Roszella,F,5,1956
Roxeann,F,5,1956
Roxine,F,5,1956
Royann,F,5,1956
Roz,F,5,1956
Rozan,F,5,1956
Rozina,F,5,1956
Runette,F,5,1956
Ruthi,F,5,1956
Sabine,F,5,1956
Salinda,F,5,1956
Salle,F,5,1956
Saloma,F,5,1956
Santia,F,5,1956
Sarajane,F,5,1956
Saranne,F,5,1956
Sarie,F,5,1956
Scharlene,F,5,1956
Senoria,F,5,1956
Sereta,F,5,1956
Severa,F,5,1956
Shairon,F,5,1956
Shann,F,5,1956
Sharil,F,5,1956
Sharlean,F,5,1956
Sharmayne,F,5,1956
Sharoll,F,5,1956
Sharren,F,5,1956
Sharyle,F,5,1956
Sharyon,F,5,1956
Shawana,F,5,1956
Sheera,F,5,1956
Shelene,F,5,1956
Shelma,F,5,1956
Shelvie,F,5,1956
Shenia,F,5,1956
Shenita,F,5,1956
Sheralee,F,5,1956
Sherle,F,5,1956
Sherlie,F,5,1956
Sherlon,F,5,1956
Sherran,F,5,1956
Sherrey,F,5,1956
Sherrita,F,5,1956
Sherylyn,F,5,1956
Shevaun,F,5,1956
Shevon,F,5,1956
Shevonne,F,5,1956
Shinita,F,5,1956
Shon,F,5,1956
Shryl,F,5,1956
Simonne,F,5,1956
Siria,F,5,1956
Sjana,F,5,1956
Sonnia,F,5,1956
Sonnie,F,5,1956
Sonyia,F,5,1956
Stacye,F,5,1956
Stamatia,F,5,1956
Stana,F,5,1956
Stephan,F,5,1956
Stephaney,F,5,1956
Stephannie,F,5,1956
Sterling,F,5,1956
Suki,F,5,1956
Sung,F,5,1956
Suni,F,5,1956
Susane,F,5,1956
Susi,F,5,1956
Suzen,F,5,1956
Sydnee,F,5,1956
Takeela,F,5,1956
Tamarra,F,5,1956
Tangi,F,5,1956
Tarrie,F,5,1956
Tavia,F,5,1956
Tay,F,5,1956
Ted,F,5,1956
Teila,F,5,1956
Teina,F,5,1956
Tela,F,5,1956
Tereca,F,5,1956
Terecita,F,5,1956
Teren,F,5,1956
Teriann,F,5,1956
Terrace,F,5,1956
Terrence,F,5,1956
Terrian,F,5,1956
Terryann,F,5,1956
Thedora,F,5,1956
Thena,F,5,1956
Theodore,F,5,1956
Thera,F,5,1956
Thoma,F,5,1956
Thresea,F,5,1956
Tiena,F,5,1956
Tima,F,5,1956
Timmie,F,5,1956
Tinia,F,5,1956
Tobbie,F,5,1956
Todd,F,5,1956
